lang	headline	word1	word2	joke_v1	joke_v2	joke
zh	-	切割	南瓜	警方破获一起“南瓜切割案”，嫌犯坚称只是在练习万圣节雕刻，但切的是邻居家的豪车。	万圣节还没到，邻居的豪车先被“雕刻”成南瓜灯——警方到场时，嫌犯正拿着电锯深情解释：“这叫行为艺术，你们不懂切割与丰收的哲学隐喻。”	警方破获一起“南瓜切割案”，嫌犯坚称只是在练习万圣节雕刻，但切的是邻居家的豪车。
zh	-	洗	毛巾	新闻说某人洗清嫌疑，结果发现他只是用毛巾擦了擦脸，连脑子都没洗！	他高调宣布“洗心革面”，结果只是用毛巾擦了把脸，连上周的泡面油都没洗干净——更别说那颗腌入味的黑心了。	新闻说某人洗清嫌疑，结果发现他只是用毛巾擦了擦脸，连脑子都没洗！
zh	-	锤击	键盘	键盘敲不出真相，只好用锤击帮它“回车”认罪。	键盘敲烂也改不出需求文档的逻辑漏洞，产品经理一怒之下掏出锤击——不是砸电脑，是给我的工位钉上“已殉职程序员纪念角”。	键盘敲不出真相，只好用锤击帮它“回车”认罪。
zh	-	喷洒	桌子	防疫人员太敬业，连我家桌子都以为自己是草坪，被喷洒得绿油油的。	防疫喷洒队路过我家，连桌子都被当成阳性密接，绿码喷得比我的年终奖还厚。	防疫人员太敬业，连我家桌子都以为自己是草坪，被喷洒得绿油油的。
zh	-	切割	岩石	他切披萨时手劲太大，差点把岩石当芝士拉丝了。	他拿激光切割机切岩石，结果切出一份离职申请——原来老板说的“坚如磐石的团队”，是指裁员名单纹丝不动。	他切披萨时手劲太大，差点把岩石当芝士拉丝了。
zh	-	切割	书	图书馆新推“切割服务”：借书不用还，直接切碎当废纸——知识太沉重，不如一刀两断！	图书馆推出“切割书”服务：借阅即碎，理由是“知识太重，不如切碎了当猫砂——反正你也不会读完”。	图书馆新推“切割服务”：借书不用还，直接切碎当废纸——知识太沉重，不如一刀两断！
zh	-	摇晃	头发	地铁急刹车，他一脑袋撞上扶手，头发还在原地摇晃，仿佛刚经历了一场私人地震。	地铁急刹，他额头撞出包，头发还在原地摇晃——像极了老板说“再优化一版就上线”时，我灵魂出窍的慢动作。	地铁急刹车，他一脑袋撞上扶手，头发还在原地摇晃，仿佛刚经历了一场私人地震。
zh	-	摇晃	柠檬	股市一摇晃，股民的脸比柠檬还酸。	股市一摇晃，散户手里的柠檬茶都酸到自动续杯——毕竟K线比柠檬还爱挤汁，而他们的账户，比柠檬籽还干瘪。	股市一摇晃，股民的脸比柠檬还酸。
zh	-	测量	胡萝卜	科学家最新研究发现，用胡萝卜测量月球距离更准确——毕竟，兔子都跑那么远了，总得有点依据！	NASA新聘的“月球距离测量顾问”用胡萝卜当标尺，理由是：“反正比某些专家的预测准——至少兔子真能啃到头。”	科学家最新研究发现，用胡萝卜测量月球距离更准确——毕竟，兔子都跑那么远了，总得有点依据！
zh	-	锤击	瓶子	记者锤击现场唯一没碎的瓶子，结果瓶子里装的是昨天的会议纪要——硬核程度堪比防弹玻璃。	锤击测试现场，唯一没碎的瓶子被当场提拔为“年度最抗压员工”——毕竟里面装的是老板亲笔写的OKR，连玻璃都自愧不如它的空洞与坚硬。	记者锤击现场唯一没碎的瓶子，结果瓶子里装的是昨天的会议纪要——硬核程度堪比防弹玻璃。
zh	-	洗	混合器	他把新闻真相扔进混合器猛洗三遍，结果洗出一堆泡沫，连标题都起不来了。	他把“真相”塞进混合器猛洗三遍，结果吐出来的全是带柔顺剂味的公关通稿——连泡沫都比事实更蓬松。	他把新闻真相扔进混合器猛洗三遍，结果洗出一堆泡沫，连标题都起不来了。
zh	-	关闭	冰箱	听说他家冰箱一“关闭”，连剩饭都开始写辞职信了。	他家冰箱一“关闭”，连压缩机都连夜投了简历——毕竟在这公司，连冷气都要996，还从不制冷。	听说他家冰箱一“关闭”，连剩饭都开始写辞职信了。
zh	-	洗	烤箱	听说他把新闻“洗”了三遍还不干净，干脆塞进烤箱烘成头条脆片算了。	他把新闻洗了三遍还漂着油腥味，索性扔进烤箱——现在头条焦香酥脆，就是咬下去全是AI味精。	听说他把新闻“洗”了三遍还不干净，干脆塞进烤箱烘成头条脆片算了。
zh	-	锤击	椰子	记者锤击键盘赶稿时，一不小心把椰子当回车键砸了，结果新闻标题变成了“椰汁溅满屏，真相硬如壳”。	记者锤击键盘赶稿，误把椰子当回车键砸碎，主编看完稿子冷笑：“你这新闻硬得跟椰子壳一样——可惜里面没汁，只有水。”	记者锤击键盘赶稿时，一不小心把椰子当回车键砸了，结果新闻标题变成了“椰汁溅满屏，真相硬如壳”。
zh	-	测量	笔记本电脑	为了精准测量老板画饼的直径，我不得不把笔记本电脑垫在泡面底下当游标卡尺。	为了精确测量老板承诺的“下周发奖金”到实际到账的距离，我只好把笔记本电脑垫在泡面碗下当游标卡尺——结果测出负数，原来饼已经透支到下辈子了。	为了精准测量老板画饼的直径，我不得不把笔记本电脑垫在泡面底下当游标卡尺。
zh	-	摇晃	番茄	股市一摇晃，股民的脸色比烂番茄还红。	股市一摇晃，散户手里的番茄炒蛋还没熟，账户先成了番茄酱。	股市一摇晃，股民的脸色比烂番茄还红。
zh	-	洗	椅子	新闻说某人洗心革面，结果他连椅子都一起洗了，现在坐在湿漉漉的“清新”上反思人生。	他高调宣布“洗心革面”，结果真把办公椅塞进洗衣机——现在坐在滴水的椅子上，一边感冒一边反思：原来“从头做起”真的会湿透。	新闻说某人洗心革面，结果他连椅子都一起洗了，现在坐在湿漉漉的“清新”上反思人生。
zh	-	锤击	西瓜	警方破获一起“锤击西瓜”案，嫌疑人坚称只是想帮夏天降降温——结果一锤下去，瓜飞汁溅，连路过的蚊子都中暑了。	“锤击西瓜”案庭审现场，被告律师坚称当事人是在进行“夏季公共降温行为艺术”，法官翻完《刑法》第275条后反问：“那您解释下，为什么锤子上还贴着‘KPI未达标，泄愤专用’的便利贴？”	警方破获一起“锤击西瓜”案，嫌疑人坚称只是想帮夏天降降温——结果一锤下去，瓜飞汁溅，连路过的蚊子都中暑了。
zh	-	喷洒	鸡蛋	环保局误将“喷洒消毒水”听成“喷洒蛋花汤”，结果整条街的鸡蛋都吓得跳窗逃跑。	环保局喷洒消毒水治蟑螂，结果鸡蛋连夜发声明：“本人清白，未与任何害虫同流合污，请勿误伤。”	环保局误将“喷洒消毒水”听成“喷洒蛋花汤”，结果整条街的鸡蛋都吓得跳窗逃跑。
zh	-	摇晃	花	新闻说地铁急刹车，乘客摇晃得像被风吹的花，结果一朵假发飞出去还带着花——原来大爷头上种的是蒲公英！	地铁急刹，乘客摇晃如风中残花，结果一朵假发连带干花装饰飞出去——原来大爷的“花”是殡仪馆特供款，风一吹，直接进入追思环节。	新闻说地铁急刹车，乘客摇晃得像被风吹的花，结果一朵假发飞出去还带着花——原来大爷头上种的是蒲公英！
zh	-	移动	树	移动公司信号太差，连树都忍不住拔根跑路找5G了！	移动信号差到连树都办了携号转网，连夜挪到电信基站底下扎根。	移动公司信号太差，连树都忍不住拔根跑路找5G了！
zh	救援畫面曝！花蓮師生受困　特搜拉繩攙扶	-	-	花蓮師生卡關，特搜隊秒變「人肉外掛」拉繩救援！	花蓮師生受困山區，特搜隊拉繩救援畫面曝光——網友：「這要是遊戲早掉線了，現實卻還得靠人肉重連。」	花蓮師生卡關，特搜隊秒變「人肉外掛」拉繩救援！
zh	6間恆春在地特色店家串聯  「半島拾光散策」令人玩味	-	-	恆春六店联手搞事情，「半島拾光」逛到走不掉！	恆春六家店联手推「半島拾光散策」，游客逛完才发现：所谓在地特色，就是六家轮流放同一首《海角七号》BGM，连老板打哈欠的节奏都同步。	恆春六店联手搞事情，「半島拾光」逛到走不掉！
zh	香港构建国际黄金交易中心 人民币计价黄金纳入考量	-	-	香港要让黄金“说”普通话了！	香港黄金交易中心要推人民币计价，金店老板一边擦汗一边改价牌：“以前金价看美元脸色，现在得看央行表情包。”	香港要让黄金“说”普通话了！
zh	呂爵安淡定玩刺激遊戲︰公司訓練到我唔嗌	-	-	呂爵安玩命遊戲面不改色：公司訓練到我連尖叫都省了！	呂爵安坐過山車如開晨會，記者問怕不怕，他微笑：「公司KPI訓練出來的，連心跳都學會自動靜音了。」	呂爵安玩命遊戲面不改色：公司訓練到我連尖叫都省了！
zh	創科資訊	-	-	创科资讯：老板说这项目能成，我信了，结果代码比我命还脆。	老板在创科发布会上说“这项目稳了”，我当场把遗书改成PRD——结果上线三天，bug比我前任的承诺还多。	创科资讯：老板说这项目能成，我信了，结果代码比我命还脆。
zh	AI淨零／ 裕民首艘超大型礦砂船裝設旋筒風帆　估減碳逾10%	-	-	裕民矿砂船装“风火轮”，AI算完碳排笑出声：省了10%！	裕民矿砂船装上旋筒风帆，AI一算减碳10%，船长冷笑：“省下的碳排，刚好够总部开三次‘数字化转型务虚会’。”	裕民矿砂船装“风火轮”，AI算完碳排笑出声：省了10%！
zh	纽约警察为总统车队封路 受阻的马克龙致电特朗普申诉	-	-	马克龙堵路上急得给特朗普打电话：“你家保镖挡我道了！”	马克龙堵在纽约街头，致电特朗普：“你家车队封路封得比我推特粉丝掉得还快！” 特朗普回：“那是AI调度的——它说你的存在感太低，不值得优先放行。”	马克龙堵路上急得给特朗普打电话：“你家保镖挡我道了！”
zh	限貸解約真的免違約金？專家：法院不一定買單	-	-	限貸解約說免違約金？法院：先問過我手裡的法槌同不同意！	银行说“限贷解约免违约金”，法院冷笑：“你当我是收破烂的？合同废纸也敢往我桌上堆？”	限貸解約說免違約金？法院：先問過我手裡的法槌同不同意！
zh	开机仅两天，19岁短剧男演员因吻戏太多跑了	-	-	吻戏太猛，19岁小鲜肉开机两天就“亲”逃了！	19岁短剧男主开机两天就跑路，经纪人怒吼“他连盒饭都没领完”，导演却苦笑：“不是他不行，是剧本里每天要亲八个女主——AI写本子时怕是把‘感情线’理解成了‘自助火锅’。”	吻戏太猛，19岁小鲜肉开机两天就“亲”逃了！
zh	明報雜誌網站	-	-	《明報雜誌》上線啦，八卦不用翻牆，正經事才要密碼！	《明報雜誌》網站上線，標題黨點進去是深度報導，認真讀完才發現——原來八卦要付費，真相得翻牆。	《明報雜誌》上線啦，八卦不用翻牆，正經事才要密碼！
zh	拍照酿事故！警示：如此“出片”太危险！	-	-	为了出片命都不要了，相机比安全带还紧！	网红悬崖边摆pose，手机支架比安全绳还牢——毕竟摔坏了手机，下个月的“绝美落日”滤镜贷款怎么还？	为了出片命都不要了，相机比安全带还紧！
zh	“美瞳党”留神 避开这些“隐形雷区”	-	-	美瞳党注意，别让眼睛踩雷变“瞎忙”！	美瞳党狂喜：戴上“星空银河款”，眼科医生当场掏出验光单——“恭喜，你成功把角膜磨成了砂纸，还附赠结膜炎限定皮肤。”	美瞳党注意，别让眼睛踩雷变“瞎忙”！
